year,exporter,importer,product,value_kusd,quantity_tonnes
2005,Indonesia,China,750110,1640520.0,111600.0
2005,Indonesia,Japan,750110,182280.0,12400.0
2005,Indonesia,South Korea,750110,136710.0,9300.0
2005,Indonesia,USA,750110,91140.0,6200.0
2005,Indonesia,Germany,750110,68355.0,4650.0
2005,Indonesia,Netherlands,750110,68355.0,4650.0
2005,Indonesia,India,750110,45570.0,3100.0
2005,Russia,China,750110,2275560.0,154800.0
2005,Russia,Japan,750110,252840.0,17200.0
2005,Russia,South Korea,750110,189630.0,12900.0
2005,Russia,USA,750110,126420.0,8600.0
2005,Russia,Germany,750110,94815.0,6450.0
2005,Russia,Netherlands,750110,94815.0,6450.0
2005,Russia,India,750110,63210.0,4300.0
2005,Philippines,China,750110,793800.0,54000.0
2005,Philippines,Japan,750110,88200.0,6000.0
2005,Philippines,South Korea,750110,66150.0,4500.0
2005,Philippines,USA,750110,44100.0,3000.0
2005,Philippines,Germany,750110,33075.0,2250.0
2005,Philippines,Netherlands,750110,33075.0,2250.0
2005,Philippines,India,750110,22050.0,1500.0
2006,Indonesia,China,750110,2756404.8,113760.0
2006,Indonesia,Japan,750110,306267.2,12640.0
2006,Indonesia,South Korea,750110,229700.4,9480.0
2006,Indonesia,USA,750110,153133.6,6320.0
2006,Indonesia,Germany,750110,114850.2,4740.0
2006,Indonesia,Netherlands,750110,114850.2,4740.0
2006,Indonesia,India,750110,76566.8,3160.0
2006,Russia,China,750110,4012488.0,165600.0
2006,Russia,Japan,750110,445832.0,18400.0
2006,Russia,South Korea,750110,334374.0,13800.0
2006,Russia,USA,750110,222916.0,9200.0
2006,Russia,Germany,750110,167187.0,6900.0
2006,Russia,Netherlands,750110,167187.0,6900.0
2006,Russia,India,750110,111458.0,4600.0
2006,Philippines,China,750110,1395648.0,57600.0
2006,Philippines,Japan,750110,155072.0,6400.0
2006,Philippines,South Korea,750110,116304.0,4800.0
2006,Philippines,USA,750110,77536.0,3200.0
2006,Philippines,Germany,750110,58152.0,2400.0
2006,Philippines,Netherlands,750110,58152.0,2400.0
2006,Philippines,India,750110,38768.0,1600.0
2007,Indonesia,China,750110,5495148.0,147600.0
2007,Indonesia,Japan,750110,610572.0,16400.0
2007,Indonesia,South Korea,750110,457929.0,12300.0
2007,Indonesia,USA,750110,305286.0,8200.0
2007,Indonesia,Germany,750110,228964.5,6150.0
2007,Indonesia,Netherlands,750110,228964.5,6150.0
2007,Indonesia,India,750110,152643.0,4100.0
2007,Russia,China,750110,6567372.0,176400.0
2007,Russia,Japan,750110,729708.0,19600.0
2007,Russia,South Korea,750110,547281.0,14700.0
2007,Russia,USA,750110,364854.0,9800.0
2007,Russia,Germany,750110,273640.5,7350.0
2007,Russia,Netherlands,750110,273640.5,7350.0
2007,Russia,India,750110,182427.0,4900.0
2007,Philippines,China,750110,2278476.0,61200.0
2007,Philippines,Japan,750110,253164.0,6800.0
2007,Philippines,South Korea,750110,189873.0,5100.0
2007,Philippines,USA,750110,126582.0,3400.0
2007,Philippines,Germany,750110,94936.5,2550.0
2007,Philippines,Netherlands,750110,94936.5,2550.0
2007,Philippines,India,750110,63291.0,1700.0
2008,Indonesia,China,750110,3191832.0,151200.0
2008,Indonesia,Japan,750110,354648.0,16800.0
2008,Indonesia,South Korea,750110,265986.0,12600.0
2008,Indonesia,USA,750110,177324.0,8400.0
2008,Indonesia,Germany,750110,132993.0,6300.0
2008,Indonesia,Netherlands,750110,132993.0,6300.0
2008,Indonesia,India,750110,88662.0,4200.0
2008,Russia,China,750110,3343824.0,158400.0
2008,Russia,Japan,750110,371536.0,17600.0
2008,Russia,South Korea,750110,278652.0,13200.0
2008,Russia,USA,750110,185768.0,8800.0
2008,Russia,Germany,750110,139326.0,6600.0
2008,Russia,Netherlands,750110,139326.0,6600.0
2008,Russia,India,750110,92884.0,4400.0
2008,Philippines,China,750110,1367928.0,64800.0
2008,Philippines,Japan,750110,151992.0,7200.0
2008,Philippines,South Korea,750110,113994.0,5400.0
2008,Philippines,USA,750110,75996.0,3600.0
2008,Philippines,Germany,750110,56997.0,2700.0
2008,Philippines,Netherlands,750110,56997.0,2700.0
2008,Philippines,India,750110,37998.0,1800.0
2009,Indonesia,China,750110,1847160.0,126000.0
2009,Indonesia,Japan,750110,205240.0,14000.0
2009,Indonesia,South Korea,750110,153930.0,10500.0
2009,Indonesia,USA,750110,102620.0,7000.0
2009,Indonesia,Germany,750110,76965.0,5250.0
2009,Indonesia,Netherlands,750110,76965.0,5250.0
2009,Indonesia,India,750110,51310.0,3500.0
2009,Russia,China,750110,2111040.0,144000.0
2009,Russia,Japan,750110,234560.0,16000.0
2009,Russia,South Korea,750110,175920.0,12000.0
2009,Russia,USA,750110,117280.0,8000.0
2009,Russia,Germany,750110,87960.0,6000.0
2009,Russia,Netherlands,750110,87960.0,6000.0
2009,Russia,India,750110,58640.0,4000.0
2009,Philippines,China,750110,844416.0,57600.0
2009,Philippines,Japan,750110,93824.0,6400.0
2009,Philippines,South Korea,750110,70368.0,4800.0
2009,Philippines,USA,750110,46912.0,3200.0
2009,Philippines,Germany,750110,35184.0,2400.0
2009,Philippines,Netherlands,750110,35184.0,2400.0
2009,Philippines,India,750110,23456.0,1600.0
2010,Indonesia,China,750110,3067740.0,140400.0
2010,Indonesia,Japan,750110,340860.0,15600.0
2010,Indonesia,South Korea,750110,255645.0,11700.0
2010,Indonesia,USA,750110,170430.0,7800.0
2010,Indonesia,Germany,750110,127822.5,5850.0
2010,Indonesia,Netherlands,750110,127822.5,5850.0
2010,Indonesia,India,750110,85215.0,3900.0
2010,Russia,China,750110,3539700.0,162000.0
2010,Russia,Japan,750110,393300.0,18000.0
2010,Russia,South Korea,750110,294975.0,13500.0
2010,Russia,USA,750110,196650.0,9000.0
2010,Russia,Germany,750110,147487.5,6750.0
2010,Russia,Netherlands,750110,147487.5,6750.0
2010,Russia,India,750110,98325.0,4500.0
2010,Philippines,China,750110,1730520.0,79200.0
2010,Philippines,Japan,750110,192280.0,8800.0
2010,Philippines,South Korea,750110,144210.0,6600.0
2010,Philippines,USA,750110,96140.0,4400.0
2010,Philippines,Germany,750110,72105.0,3300.0
2010,Philippines,Netherlands,750110,72105.0,3300.0
2010,Philippines,India,750110,48070.0,2200.0
2011,Indonesia,China,750110,3299040.0,144000.0
2011,Indonesia,Japan,750110,366560.0,16000.0
2011,Indonesia,South Korea,750110,274920.0,12000.0
2011,Indonesia,USA,750110,183280.0,8000.0
2011,Indonesia,Germany,750110,137460.0,6000.0
2011,Indonesia,Netherlands,750110,137460.0,6000.0
2011,Indonesia,India,750110,91640.0,4000.0
2011,Russia,China,750110,3958848.0,172800.0
2011,Russia,Japan,750110,439872.0,19200.0
2011,Russia,South Korea,750110,329904.0,14400.0
2011,Russia,USA,750110,219936.0,9600.0
2011,Russia,Germany,750110,164952.0,7200.0
2011,Russia,Netherlands,750110,164952.0,7200.0
2011,Russia,India,750110,109968.0,4800.0
2011,Philippines,China,750110,2144376.0,93600.0
2011,Philippines,Japan,750110,238264.0,10400.0
2011,Philippines,South Korea,750110,178698.0,7800.0
2011,Philippines,USA,750110,119132.0,5200.0
2011,Philippines,Germany,750110,89349.0,3900.0
2011,Philippines,Netherlands,750110,89349.0,3900.0
2011,Philippines,India,750110,59566.0,2600.0
2012,Indonesia,China,750110,2778336.0,158400.0
2012,Indonesia,Japan,750110,308704.0,17600.0
2012,Indonesia,South Korea,750110,231528.0,13200.0
2012,Indonesia,USA,750110,154352.0,8800.0
2012,Indonesia,Germany,750110,115764.0,6600.0
2012,Indonesia,Netherlands,750110,115764.0,6600.0
2012,Indonesia,India,750110,77176.0,4400.0
2012,Russia,China,750110,3030912.0,172800.0
2012,Russia,Japan,750110,336768.0,19200.0
2012,Russia,South Korea,750110,252576.0,14400.0
2012,Russia,USA,750110,168384.0,9600.0
2012,Russia,Germany,750110,126288.0,7200.0
2012,Russia,Netherlands,750110,126288.0,7200.0
2012,Russia,India,750110,84192.0,4800.0
2012,Philippines,China,750110,1831176.0,104400.0
2012,Philippines,Japan,750110,203464.0,11600.0
2012,Philippines,South Korea,750110,152598.0,8700.0
2012,Philippines,USA,750110,101732.0,5800.0
2012,Philippines,Germany,750110,76299.0,4350.0
2012,Philippines,Netherlands,750110,76299.0,4350.0
2012,Philippines,India,750110,50866.0,2900.0
2013,Indonesia,China,750110,4220424.0,280800.0
2013,Indonesia,Japan,750110,468936.0,31200.0
2013,Indonesia,South Korea,750110,351702.0,23400.0
2013,Indonesia,USA,750110,234468.0,15600.0
2013,Indonesia,Germany,750110,175851.0,11700.0
2013,Indonesia,Netherlands,750110,175851.0,11700.0
2013,Indonesia,India,750110,117234.0,7800.0
2013,Russia,China,750110,2651292.0,176400.0
2013,Russia,Japan,750110,294588.0,19600.0
2013,Russia,South Korea,750110,220941.0,14700.0
2013,Russia,USA,750110,147294.0,9800.0
2013,Russia,Germany,750110,110470.5,7350.0
2013,Russia,Netherlands,750110,110470.5,7350.0
2013,Russia,India,750110,73647.0,4900.0
2013,Philippines,China,750110,1731456.0,115200.0
2013,Philippines,Japan,750110,192384.0,12800.0
2013,Philippines,South Korea,750110,144288.0,9600.0
2013,Philippines,USA,750110,96192.0,6400.0
2013,Philippines,Germany,750110,72144.0,4800.0
2013,Philippines,Netherlands,750110,72144.0,4800.0
2013,Philippines,India,750110,48096.0,3200.0
2014,Indonesia,China,750110,1094472.0,64800.0
2014,Indonesia,Japan,750110,121608.0,7200.0
2014,Indonesia,South Korea,750110,91206.0,5400.0
2014,Indonesia,USA,750110,60804.0,3600.0
2014,Indonesia,Germany,750110,45603.0,2700.0
2014,Indonesia,Netherlands,750110,45603.0,2700.0
2014,Indonesia,India,750110,30402.0,1800.0
2014,Russia,China,750110,2918592.0,172800.0
2014,Russia,Japan,750110,324288.0,19200.0
2014,Russia,South Korea,750110,243216.0,14400.0
2014,Russia,USA,750110,162144.0,9600.0
2014,Russia,Germany,750110,121608.0,7200.0
2014,Russia,Netherlands,750110,121608.0,7200.0
2014,Russia,India,750110,81072.0,4800.0
2014,Philippines,China,750110,2128140.0,126000.0
2014,Philippines,Japan,750110,236460.0,14000.0
2014,Philippines,South Korea,750110,177345.0,10500.0
2014,Philippines,USA,750110,118230.0,7000.0
2014,Philippines,Germany,750110,88672.5,5250.0
2014,Philippines,Netherlands,750110,88672.5,5250.0
2014,Philippines,India,750110,59115.0,3500.0
2015,Indonesia,China,750110,382968.0,32400.0
2015,Indonesia,Japan,750110,42552.0,3600.0
2015,Indonesia,South Korea,750110,31914.0,2700.0
2015,Indonesia,USA,750110,21276.0,1800.0
2015,Indonesia,Germany,750110,15957.0,1350.0
2015,Indonesia,Netherlands,750110,15957.0,1350.0
2015,Indonesia,India,750110,10638.0,900.0
2015,Russia,China,750110,1999944.0,169200.0
2015,Russia,Japan,750110,222216.0,18800.0
2015,Russia,South Korea,750110,166662.0,14100.0
2015,Russia,USA,750110,111108.0,9400.0
2015,Russia,Germany,750110,83331.0,7050.0
2015,Russia,Netherlands,750110,83331.0,7050.0
2015,Russia,India,750110,55554.0,4700.0
2015,Philippines,China,750110,1234008.0,104400.0
2015,Philippines,Japan,750110,137112.0,11600.0
2015,Philippines,South Korea,750110,102834.0,8700.0
2015,Philippines,USA,750110,68556.0,5800.0
2015,Philippines,Germany,750110,51417.0,4350.0
2015,Philippines,Netherlands,750110,51417.0,4350.0
2015,Philippines,India,750110,34278.0,2900.0
2016,Indonesia,China,750110,1244160.0,129600.0
2016,Indonesia,Japan,750110,138240.0,14400.0
2016,Indonesia,South Korea,750110,103680.0,10800.0
2016,Indonesia,USA,750110,69120.0,7200.0
2016,Indonesia,Germany,750110,51840.0,5400.0
2016,Indonesia,Netherlands,750110,51840.0,5400.0
2016,Indonesia,India,750110,34560.0,3600.0
2016,Russia,China,750110,1520640.0,158400.0
2016,Russia,Japan,750110,168960.0,17600.0
2016,Russia,South Korea,750110,126720.0,13200.0
2016,Russia,USA,750110,84480.0,8800.0
2016,Russia,Germany,750110,63360.0,6600.0
2016,Russia,Netherlands,750110,63360.0,6600.0
2016,Russia,India,750110,42240.0,4400.0
2016,Philippines,China,750110,933120.0,97200.0
2016,Philippines,Japan,750110,103680.0,10800.0
2016,Philippines,South Korea,750110,77760.0,8100.0
2016,Philippines,USA,750110,51840.0,5400.0
2016,Philippines,Germany,750110,38880.0,4050.0
2016,Philippines,Netherlands,750110,38880.0,4050.0
2016,Philippines,India,750110,25920.0,2700.0
2017,Indonesia,China,750110,2548368.0,244800.0
2017,Indonesia,Japan,750110,283152.0,27200.0
2017,Indonesia,South Korea,750110,212364.0,20400.0
2017,Indonesia,USA,750110,141576.0,13600.0
2017,Indonesia,Germany,750110,106182.0,10200.0
2017,Indonesia,Netherlands,750110,106182.0,10200.0
2017,Indonesia,India,750110,70788.0,6800.0
2017,Russia,China,750110,1611468.0,154800.0
2017,Russia,Japan,750110,179052.0,17200.0
2017,Russia,South Korea,750110,134289.0,12900.0
2017,Russia,USA,750110,89526.0,8600.0
2017,Russia,Germany,750110,67144.5,6450.0
2017,Russia,Netherlands,750110,67144.5,6450.0
2017,Russia,India,750110,44763.0,4300.0
2017,Philippines,China,750110,1049328.0,100800.0
2017,Philippines,Japan,750110,116592.0,11200.0
2017,Philippines,South Korea,750110,87444.0,8400.0
2017,Philippines,USA,750110,58296.0,5600.0
2017,Philippines,Germany,750110,43722.0,4200.0
2017,Philippines,Netherlands,750110,43722.0,4200.0
2017,Philippines,India,750110,29148.0,2800.0
2018,Indonesia,China,750110,5195520.0,396000.0
2018,Indonesia,Japan,750110,577280.0,44000.0
2018,Indonesia,South Korea,750110,432960.0,33000.0
2018,Indonesia,USA,750110,288640.0,22000.0
2018,Indonesia,Germany,750110,216480.0,16500.0
2018,Indonesia,Netherlands,750110,216480.0,16500.0
2018,Indonesia,India,750110,144320.0,11000.0
2018,Russia,China,750110,1889280.0,144000.0
2018,Russia,Japan,750110,209920.0,16000.0
2018,Russia,South Korea,750110,157440.0,12000.0
2018,Russia,USA,750110,104960.0,8000.0
2018,Russia,Germany,750110,78720.0,6000.0
2018,Russia,Netherlands,750110,78720.0,6000.0
2018,Russia,India,750110,52480.0,4000.0
2018,Philippines,China,750110,1322496.0,100800.0
2018,Philippines,Japan,750110,146944.0,11200.0
2018,Philippines,South Korea,750110,110208.0,8400.0
2018,Philippines,USA,750110,73472.0,5600.0
2018,Philippines,Germany,750110,55104.0,4200.0
2018,Philippines,Netherlands,750110,55104.0,4200.0
2018,Philippines,India,750110,36736.0,2800.0
2019,Indonesia,China,750110,7917696.0,568800.0
2019,Indonesia,Japan,750110,879744.0,63200.0
2019,Indonesia,South Korea,750110,659808.0,47400.0
2019,Indonesia,USA,750110,439872.0,31600.0
2019,Indonesia,Germany,750110,329904.0,23700.0
2019,Indonesia,Netherlands,750110,329904.0,23700.0
2019,Indonesia,India,750110,219936.0,15800.0
2019,Russia,China,750110,1954368.0,140400.0
2019,Russia,Japan,750110,217152.0,15600.0
2019,Russia,South Korea,750110,162864.0,11700.0
2019,Russia,USA,750110,108576.0,7800.0
2019,Russia,Germany,750110,81432.0,5850.0
2019,Russia,Netherlands,750110,81432.0,5850.0
2019,Russia,India,750110,54288.0,3900.0
2019,Philippines,China,750110,1302912.0,93600.0
2019,Philippines,Japan,750110,144768.0,10400.0
2019,Philippines,South Korea,750110,108576.0,7800.0
2019,Philippines,USA,750110,72384.0,5200.0
2019,Philippines,Germany,750110,54288.0,3900.0
2019,Philippines,Netherlands,750110,54288.0,3900.0
2019,Philippines,India,750110,36192.0,2600.0
2020,Indonesia,China,750110,7545888.0,547200.0
2020,Indonesia,Japan,750110,838432.0,60800.0
2020,Indonesia,South Korea,750110,628824.0,45600.0
2020,Indonesia,USA,750110,419216.0,30400.0
2020,Indonesia,Germany,750110,314412.0,22800.0
2020,Indonesia,Netherlands,750110,314412.0,22800.0
2020,Indonesia,India,750110,209608.0,15200.0
2020,Russia,China,750110,1936116.0,140400.0
2020,Russia,Japan,750110,215124.0,15600.0
2020,Russia,South Korea,750110,161343.0,11700.0
2020,Russia,USA,750110,107562.0,7800.0
2020,Russia,Germany,750110,80671.5,5850.0
2020,Russia,Netherlands,750110,80671.5,5850.0
2020,Russia,India,750110,53781.0,3900.0
2020,Philippines,China,750110,1191456.0,86400.0
2020,Philippines,Japan,750110,132384.0,9600.0
2020,Philippines,South Korea,750110,99288.0,7200.0
2020,Philippines,USA,750110,66192.0,4800.0
2020,Philippines,Germany,750110,49644.0,3600.0
2020,Philippines,Netherlands,750110,49644.0,3600.0
2020,Philippines,India,750110,33096.0,2400.0
2021,Indonesia,China,750110,13165416.0,712800.0
2021,Indonesia,Japan,750110,1462824.0,79200.0
2021,Indonesia,South Korea,750110,1097118.0,59400.0
2021,Indonesia,USA,750110,731412.0,39600.0
2021,Indonesia,Germany,750110,548559.0,29700.0
2021,Indonesia,Netherlands,750110,548559.0,29700.0
2021,Indonesia,India,750110,365706.0,19800.0
2021,Russia,China,750110,2593188.0,140400.0
2021,Russia,Japan,750110,288132.0,15600.0
2021,Russia,South Korea,750110,216099.0,11700.0
2021,Russia,USA,750110,144066.0,7800.0
2021,Russia,Germany,750110,108049.5,5850.0
2021,Russia,Netherlands,750110,108049.5,5850.0
2021,Russia,India,750110,72033.0,3900.0
2021,Philippines,China,750110,1662300.0,90000.0
2021,Philippines,Japan,750110,184700.0,10000.0
2021,Philippines,South Korea,750110,138525.0,7500.0
2021,Philippines,USA,750110,92350.0,5000.0
2021,Philippines,Germany,750110,69262.5,3750.0
2021,Philippines,Netherlands,750110,69262.5,3750.0
2021,Philippines,India,750110,46175.0,2500.0
2022,Indonesia,China,750110,29145312.0,1137600.0
2022,Indonesia,Japan,750110,3238368.0,126400.0
2022,Indonesia,South Korea,750110,2428776.0,94800.0
2022,Indonesia,USA,750110,1619184.0,63200.0
2022,Indonesia,Germany,750110,1214388.0,47400.0
2022,Indonesia,Netherlands,750110,1214388.0,47400.0
2022,Indonesia,India,750110,809592.0,31600.0
2022,Russia,China,750110,2859192.0,111600.0
2022,Russia,Japan,750110,317688.0,12400.0
2022,Russia,South Korea,750110,238266.0,9300.0
2022,Russia,USA,750110,158844.0,6200.0
2022,Russia,Germany,750110,119133.0,4650.0
2022,Russia,Netherlands,750110,119133.0,4650.0
2022,Russia,India,750110,79422.0,3100.0
2022,Philippines,China,750110,2398032.0,93600.0
2022,Philippines,Japan,750110,266448.0,10400.0
2022,Philippines,South Korea,750110,199836.0,7800.0
2022,Philippines,USA,750110,133224.0,5200.0
2022,Philippines,Germany,750110,99918.0,3900.0
2022,Philippines,Netherlands,750110,99918.0,3900.0
2022,Philippines,India,750110,66612.0,2600.0
2023,Indonesia,China,750110,26551296.0,1238400.0
2023,Indonesia,Japan,750110,2950144.0,137600.0
2023,Indonesia,South Korea,750110,2212608.0,103200.0
2023,Indonesia,USA,750110,1475072.0,68800.0
2023,Indonesia,Germany,750110,1106304.0,51600.0
2023,Indonesia,Netherlands,750110,1106304.0,51600.0
2023,Indonesia,India,750110,737536.0,34400.0
2023,Russia,China,750110,2238336.0,104400.0
2023,Russia,Japan,750110,248704.0,11600.0
2023,Russia,South Korea,750110,186528.0,8700.0
2023,Russia,USA,750110,124352.0,5800.0
2023,Russia,Germany,750110,93264.0,4350.0
2023,Russia,Netherlands,750110,93264.0,4350.0
2023,Russia,India,750110,62176.0,2900.0
2023,Philippines,China,750110,2006784.0,93600.0
2023,Philippines,Japan,750110,222976.0,10400.0
2023,Philippines,South Korea,750110,167232.0,7800.0
2023,Philippines,USA,750110,111488.0,5200.0
